,0
1350,Italie2012/2013Journée  Général
1351,Italie2012/2013Journée  Domicile
1352,Italie2012/2013Journée  Extérieur
1353,Italie2012/201329Journée  Général
1354,Italie2012/201329Journée  Domicile
1355,Italie2012/201329Journée  Extérieur
1356,Italie2012/201328Journée  Général
1357,Italie2012/201328Journée  Domicile
1358,Italie2012/201328Journée  Extérieur
1359,Italie2012/201327Journée  Général
1360,Italie2012/201327Journée  Domicile
1361,Italie2012/201327Journée  Extérieur
1362,Italie2012/201326Journée  Général
1363,Italie2012/201326Journée  Domicile
1364,Italie2012/201326Journée  Extérieur
1365,Italie2012/201325Journée  Général
1366,Italie2012/201325Journée  Domicile
1367,Italie2012/201325Journée  Extérieur
1368,Italie2012/201324Journée  Général
1369,Italie2012/201324Journée  Domicile
1370,Italie2012/201324Journée  Extérieur
1371,Italie2012/201323Journée  Général
1372,Italie2012/201323Journée  Domicile
1373,Italie2012/201323Journée  Extérieur
1374,Italie2012/201322Journée  Général
1375,Italie2012/201322Journée  Domicile
1376,Italie2012/201322Journée  Extérieur
1377,Italie2012/201321Journée  Général
1378,Italie2012/201321Journée  Domicile
1379,Italie2012/201321Journée  Extérieur
1380,Italie2012/2013Journée  Général
1381,Italie2012/2013Journée  Domicile
1382,Italie2012/2013Journée  Extérieur
1383,Italie2012/201320Journée  Général
1384,Italie2012/201320Journée  Domicile
1385,Italie2012/201320Journée  Extérieur
1386,Italie2012/201319Journée  Général
1387,Italie2012/201319Journée  Domicile
1388,Italie2012/201319Journée  Extérieur
1389,Italie2012/201318Journée  Général
1390,Italie2012/201318Journée  Domicile
1391,Italie2012/201318Journée  Extérieur
1392,Italie2012/201317Journée  Général
1393,Italie2012/201317Journée  Domicile
1394,Italie2012/201317Journée  Extérieur
1395,Italie2012/201316Journée  Général
1396,Italie2012/201316Journée  Domicile
1397,Italie2012/201316Journée  Extérieur
1398,Italie2012/201315Journée  Général
1399,Italie2012/201315Journée  Domicile
1400,Italie2012/201315Journée  Extérieur
1401,Italie2012/201314Journée  Général
1402,Italie2012/201314Journée  Domicile
1403,Italie2012/201314Journée  Extérieur
1404,Italie2012/201313Journée  Général
1405,Italie2012/201313Journée  Domicile
1406,Italie2012/201313Journée  Extérieur
1407,Italie2012/201312Journée  Général
1408,Italie2012/201312Journée  Domicile
1409,Italie2012/201312Journée  Extérieur
1410,Italie2012/201311Journée  Général
1411,Italie2012/201311Journée  Domicile
1412,Italie2012/201311Journée  Extérieur
1413,Italie2012/201310Journée  Général
1414,Italie2012/201310Journée  Domicile
1415,Italie2012/201310Journée  Extérieur
1416,Italie2012/20139Journée  Général
1417,Italie2012/20139Journée  Domicile
1418,Italie2012/20139Journée  Extérieur
1419,Italie2012/20138Journée  Général
1420,Italie2012/20138Journée  Domicile
1421,Italie2012/20138Journée  Extérieur
1422,Italie2012/20137Journée  Général
1423,Italie2012/20137Journée  Domicile
1424,Italie2012/20137Journée  Extérieur
1425,Italie2012/20136Journée  Général
1426,Italie2012/20136Journée  Domicile
1427,Italie2012/20136Journée  Extérieur
1428,Italie2012/20135Journée  Général
1429,Italie2012/20135Journée  Domicile
1430,Italie2012/20135Journée  Extérieur
1431,Italie2012/20134Journée  Général
1432,Italie2012/20134Journée  Domicile
1433,Italie2012/20134Journée  Extérieur
1434,Italie2012/20133Journée  Général
1435,Italie2012/20133Journée  Domicile
1436,Italie2012/20133Journée  Extérieur
1437,Italie2012/20132Journée  Général
1438,Italie2012/20132Journée  Domicile
1439,Italie2012/20132Journée  Extérieur
1440,Italie2013/201438Journée  Général
1441,Italie2013/201438Journée  Domicile
1442,Italie2013/201438Journée  Extérieur
1443,Italie2013/201437Journée  Général
1444,Italie2013/201437Journée  Domicile
1445,Italie2013/201437Journée  Extérieur
1446,Italie2013/201436Journée  Général
1447,Italie2013/201436Journée  Domicile
1448,Italie2013/201436Journée  Extérieur
1449,Italie2013/201435Journée  Général
1450,Italie2013/201435Journée  Domicile
1451,Italie2013/201435Journée  Extérieur
1452,Italie2013/201434Journée  Général
1453,Italie2013/201434Journée  Domicile
1454,Italie2013/201434Journée  Extérieur
1455,Italie2013/201433Journée  Général
1456,Italie2013/201433Journée  Domicile
1457,Italie2013/201433Journée  Extérieur
1458,Italie2013/201432Journée  Général
1459,Italie2013/201432Journée  Domicile
1460,Italie2013/201432Journée  Extérieur
1461,Italie2013/201431Journée  Général
1462,Italie2013/201431Journée  Domicile
1463,Italie2013/201431Journée  Extérieur
1464,Italie2013/201430Journée  Général
1465,Italie2013/201430Journée  Domicile
1466,Italie2013/201430Journée  Extérieur
1467,Italie2013/201429Journée  Général
1468,Italie2013/201429Journée  Domicile
1469,Italie2013/201429Journée  Extérieur
1470,Italie2013/201428Journée  Général
1471,Italie2013/201428Journée  Domicile
1472,Italie2013/201428Journée  Extérieur
1473,Italie2013/201427Journée  Général
1474,Italie2013/201427Journée  Domicile
1475,Italie2013/201427Journée  Extérieur
1476,Italie2013/201426Journée  Général
1477,Italie2013/201426Journée  Domicile
1478,Italie2013/201426Journée  Extérieur
1479,Italie2013/201425Journée  Général
1480,Italie2013/201425Journée  Domicile
1481,Italie2013/201425Journée  Extérieur
1482,Italie2013/201424Journée  Général
1483,Italie2013/201424Journée  Domicile
1484,Italie2013/201424Journée  Extérieur
1485,Italie2013/201423Journée  Général
1486,Italie2013/201423Journée  Domicile
1487,Italie2013/201423Journée  Extérieur
1488,Italie2013/201422Journée  Général
1489,Italie2013/201422Journée  Domicile
1490,Italie2013/201422Journée  Extérieur
1491,Italie2013/201421Journée  Général
1492,Italie2013/201421Journée  Domicile
1493,Italie2013/201421Journée  Extérieur
1494,Italie2013/201420Journée  Général
1495,Italie2013/201420Journée  Domicile
1496,Italie2013/201420Journée  Extérieur
1497,Italie2013/201419Journée  Général
1498,Italie2013/201419Journée  Domicile
1499,Italie2013/201419Journée  Extérieur
1500,Italie2013/201418Journée  Général
1501,Italie2013/201418Journée  Domicile
1502,Italie2013/201418Journée  Extérieur
1503,Italie2013/201417Journée  Général
1504,Italie2013/201417Journée  Domicile
1505,Italie2013/201417Journée  Extérieur
1506,Italie2013/201416Journée  Général
1507,Italie2013/201416Journée  Domicile
1508,Italie2013/201416Journée  Extérieur
1509,Italie2013/201415Journée  Général
1510,Italie2013/201415Journée  Domicile
1511,Italie2013/201415Journée  Extérieur
1512,Italie2013/201414Journée  Général
1513,Italie2013/201414Journée  Domicile
1514,Italie2013/201414Journée  Extérieur
1515,Italie2013/201413Journée  Général
1516,Italie2013/201413Journée  Domicile
1517,Italie2013/201413Journée  Extérieur
1518,Italie2013/201412Journée  Général
1519,Italie2013/201412Journée  Domicile
1520,Italie2013/201412Journée  Extérieur
1521,Italie2013/201411Journée  Général
1522,Italie2013/201411Journée  Domicile
1523,Italie2013/201411Journée  Extérieur
1524,Italie2013/201410Journée  Général
1525,Italie2013/201410Journée  Domicile
1526,Italie2013/201410Journée  Extérieur
1527,Italie2013/20149Journée  Général
1528,Italie2013/20149Journée  Domicile
1529,Italie2013/20149Journée  Extérieur
1530,Italie2013/2014Journée  Général
1531,Italie2013/2014Journée  Domicile
1532,Italie2013/2014Journée  Extérieur
1533,Italie2013/20148Journée  Général
1534,Italie2013/20148Journée  Domicile
1535,Italie2013/20148Journée  Extérieur
1536,Italie2013/20147Journée  Général
1537,Italie2013/20147Journée  Domicile
1538,Italie2013/20147Journée  Extérieur
1539,Italie2013/20146Journée  Général
1540,Italie2013/20146Journée  Domicile
1541,Italie2013/20146Journée  Extérieur
1542,Italie2013/2014Journée  Général
1543,Italie2013/2014Journée  Domicile
1544,Italie2013/2014Journée  Extérieur
1545,Italie2013/20145Journée  Général
1546,Italie2013/20145Journée  Domicile
1547,Italie2013/20145Journée  Extérieur
1548,Italie2013/20144Journée  Général
1549,Italie2013/20144Journée  Domicile
1550,Italie2013/20144Journée  Extérieur
1551,Italie2013/20143Journée  Général
1552,Italie2013/20143Journée  Domicile
1553,Italie2013/20143Journée  Extérieur
1554,Italie2013/20142Journée  Général
1555,Italie2013/20142Journée  Domicile
1556,Italie2013/20142Journée  Extérieur
1557,Italie2014/201538Journée  Général
1558,Italie2014/201538Journée  Domicile
1559,Italie2014/201538Journée  Extérieur
1560,Italie2014/201537Journée  Général
1561,Italie2014/201537Journée  Domicile
1562,Italie2014/201537Journée  Extérieur
1563,Italie2014/201536Journée  Général
1564,Italie2014/201536Journée  Domicile
1565,Italie2014/201536Journée  Extérieur
1566,Italie2014/201535Journée  Général
1567,Italie2014/201535Journée  Domicile
1568,Italie2014/201535Journée  Extérieur
1569,Italie2014/201534Journée  Général
1570,Italie2014/201534Journée  Domicile
1571,Italie2014/201534Journée  Extérieur
1572,Italie2014/201533Journée  Général
1573,Italie2014/201533Journée  Domicile
1574,Italie2014/201533Journée  Extérieur
1575,Italie2014/201532Journée  Général
1576,Italie2014/201532Journée  Domicile
1577,Italie2014/201532Journée  Extérieur
1578,Italie2014/201531Journée  Général
1579,Italie2014/201531Journée  Domicile
1580,Italie2014/201531Journée  Extérieur
1581,Italie2014/201530Journée  Général
1582,Italie2014/201530Journée  Domicile
1583,Italie2014/201530Journée  Extérieur
1584,Italie2014/201529Journée  Général
1585,Italie2014/201529Journée  Domicile
1586,Italie2014/201529Journée  Extérieur
1587,Italie2014/201528Journée  Général
1588,Italie2014/201528Journée  Domicile
1589,Italie2014/201528Journée  Extérieur
1590,Italie2014/201527Journée  Général
1591,Italie2014/201527Journée  Domicile
1592,Italie2014/201527Journée  Extérieur
1593,Italie2014/201526Journée  Général
1594,Italie2014/201526Journée  Domicile
1595,Italie2014/201526Journée  Extérieur
1596,Italie2014/201525Journée  Général
1597,Italie2014/201525Journée  Domicile
1598,Italie2014/201525Journée  Extérieur
1599,Italie2014/201524Journée  Général
1600,Italie2014/201524Journée  Domicile
1601,Italie2014/201524Journée  Extérieur
1602,Italie2014/201523Journée  Général
1603,Italie2014/201523Journée  Domicile
1604,Italie2014/201523Journée  Extérieur
1605,Italie2014/201522Journée  Général
1606,Italie2014/201522Journée  Domicile
1607,Italie2014/201522Journée  Extérieur
1608,Italie2014/201521Journée  Général
1609,Italie2014/201521Journée  Domicile
1610,Italie2014/201521Journée  Extérieur
1611,Italie2014/201520Journée  Général
1612,Italie2014/201520Journée  Domicile
1613,Italie2014/201520Journée  Extérieur
1614,Italie2014/201519Journée  Général
1615,Italie2014/201519Journée  Domicile
1616,Italie2014/201519Journée  Extérieur
1617,Italie2014/201518Journée  Général
1618,Italie2014/201518Journée  Domicile
1619,Italie2014/201518Journée  Extérieur
1620,Italie2014/201517Journée  Général
1621,Italie2014/201517Journée  Domicile
1622,Italie2014/201517Journée  Extérieur
1623,Italie2014/201516Journée  Général
1624,Italie2014/201516Journée  Domicile
1625,Italie2014/201516Journée  Extérieur
1626,Italie2014/201515Journée  Général
1627,Italie2014/201515Journée  Domicile
1628,Italie2014/201515Journée  Extérieur
1629,Italie2014/201514Journée  Général
1630,Italie2014/201514Journée  Domicile
1631,Italie2014/201514Journée  Extérieur
1632,Italie2014/201513Journée  Général
1633,Italie2014/201513Journée  Domicile
1634,Italie2014/201513Journée  Extérieur
1635,Italie2014/201512Journée  Général
1636,Italie2014/201512Journée  Domicile
1637,Italie2014/201512Journée  Extérieur
1638,Italie2014/201511Journée  Général
1639,Italie2014/201511Journée  Domicile
1640,Italie2014/201511Journée  Extérieur
1641,Italie2014/201510Journée  Général
1642,Italie2014/201510Journée  Domicile
1643,Italie2014/201510Journée  Extérieur
1644,Italie2014/20159Journée  Général
1645,Italie2014/20159Journée  Domicile
1646,Italie2014/20159Journée  Extérieur
1647,Italie2014/20158Journée  Général
1648,Italie2014/20158Journée  Domicile
1649,Italie2014/20158Journée  Extérieur
1650,Italie2014/20157Journée  Général
1651,Italie2014/20157Journée  Domicile
1652,Italie2014/20157Journée  Extérieur
1653,Italie2014/2015Journée  Général
1654,Italie2014/2015Journée  Domicile
1655,Italie2014/2015Journée  Extérieur
1656,Italie2014/20155Journée  Général
1657,Italie2014/20155Journée  Domicile
1658,Italie2014/20155Journée  Extérieur
1659,Italie2014/20154Journée  Général
1660,Italie2014/20154Journée  Domicile
1661,Italie2014/20154Journée  Extérieur
1662,Italie2014/20153Journée  Général
1663,Italie2014/20153Journée  Domicile
1664,Italie2014/20153Journée  Extérieur
1665,Italie2014/20152Journée  Général
1666,Italie2014/20152Journée  Domicile
1667,Italie2014/20152Journée  Extérieur
1668,Italie2015/201638Journée  Général
1669,Italie2015/201638Journée  Domicile
1670,Italie2015/201638Journée  Extérieur
1671,Italie2015/201637Journée  Général
1672,Italie2015/201637Journée  Domicile
1673,Italie2015/201637Journée  Extérieur
1674,Italie2015/201636Journée  Général
1675,Italie2015/201636Journée  Domicile
1676,Italie2015/201636Journée  Extérieur
1677,Italie2015/201635Journée  Général
1678,Italie2015/201635Journée  Domicile
1679,Italie2015/201635Journée  Extérieur
1680,Italie2015/201634Journée  Général
1681,Italie2015/201634Journée  Domicile
1682,Italie2015/201634Journée  Extérieur
1683,Italie2015/201633Journée  Général
1684,Italie2015/201633Journée  Domicile
1685,Italie2015/201633Journée  Extérieur
1686,Italie2015/201632Journée  Général
1687,Italie2015/201632Journée  Domicile
1688,Italie2015/201632Journée  Extérieur
1689,Italie2015/201631Journée  Général
1690,Italie2015/201631Journée  Domicile
1691,Italie2015/201631Journée  Extérieur
1692,Italie2015/201630Journée  Général
1693,Italie2015/201630Journée  Domicile
1694,Italie2015/201630Journée  Extérieur
1695,Italie2015/201629Journée  Général
1696,Italie2015/201629Journée  Domicile
1697,Italie2015/201629Journée  Extérieur
1698,Italie2015/201628Journée  Général
1699,Italie2015/201628Journée  Domicile
1700,Italie2015/201628Journée  Extérieur
1701,Italie2015/2016Journée  Général
1702,Italie2015/2016Journée  Domicile
1703,Italie2015/2016Journée  Extérieur
1704,Italie2015/201626Journée  Général
1705,Italie2015/201626Journée  Domicile
1706,Italie2015/201626Journée  Extérieur
1707,Italie2015/201625Journée  Général
1708,Italie2015/201625Journée  Domicile
1709,Italie2015/201625Journée  Extérieur
1710,Italie2015/201624Journée  Général
1711,Italie2015/201624Journée  Domicile
1712,Italie2015/201624Journée  Extérieur
1713,Italie2015/201623Journée  Général
1714,Italie2015/201623Journée  Domicile
1715,Italie2015/201623Journée  Extérieur
1716,Italie2015/201622Journée  Général
1717,Italie2015/201622Journée  Domicile
1718,Italie2015/201622Journée  Extérieur
1719,Italie2015/201621Journée  Général
1720,Italie2015/201621Journée  Domicile
1721,Italie2015/201621Journée  Extérieur
1722,Italie2015/201620Journée  Général
1723,Italie2015/201620Journée  Domicile
1724,Italie2015/201620Journée  Extérieur
1725,Italie2015/201619Journée  Général
1726,Italie2015/201619Journée  Domicile
1727,Italie2015/201619Journée  Extérieur
1728,Italie2015/201618Journée  Général
1729,Italie2015/201618Journée  Domicile
1730,Italie2015/201618Journée  Extérieur
1731,Italie2015/201617Journée  Général
1732,Italie2015/201617Journée  Domicile
1733,Italie2015/201617Journée  Extérieur
1734,Italie2015/201616Journée  Général
1735,Italie2015/201616Journée  Domicile
1736,Italie2015/201616Journée  Extérieur
1737,Italie2015/201615Journée  Général
1738,Italie2015/201615Journée  Domicile
1739,Italie2015/201615Journée  Extérieur
1740,Italie2015/201614Journée  Général
1741,Italie2015/201614Journée  Domicile
1742,Italie2015/201614Journée  Extérieur
1743,Italie2015/201613Journée  Général
1744,Italie2015/201613Journée  Domicile
1745,Italie2015/201613Journée  Extérieur
1746,Italie2015/201612Journée  Général
1747,Italie2015/201612Journée  Domicile
1748,Italie2015/201612Journée  Extérieur
1749,Italie2015/201611Journée  Général
1750,Italie2015/201611Journée  Domicile
1751,Italie2015/201611Journée  Extérieur
1752,Italie2015/201610Journée  Général
1753,Italie2015/201610Journée  Domicile
1754,Italie2015/201610Journée  Extérieur
1755,Italie2015/20169Journée  Général
1756,Italie2015/20169Journée  Domicile
1757,Italie2015/20169Journée  Extérieur
1758,Italie2015/2016Journée  Général
1759,Italie2015/2016Journée  Domicile
1760,Italie2015/2016Journée  Extérieur
1761,Italie2015/20167Journée  Général
1762,Italie2015/20167Journée  Domicile
1763,Italie2015/20167Journée  Extérieur
1764,Italie2015/20166Journée  Général
1765,Italie2015/20166Journée  Domicile
1766,Italie2015/20166Journée  Extérieur
1767,Italie2015/20165Journée  Général
1768,Italie2015/20165Journée  Domicile
1769,Italie2015/20165Journée  Extérieur
1770,Italie2015/20164Journée  Général
1771,Italie2015/20164Journée  Domicile
1772,Italie2015/20164Journée  Extérieur
1773,Italie2015/20163Journée  Général
1774,Italie2015/20163Journée  Domicile
1775,Italie2015/20163Journée  Extérieur
1776,Italie2015/20162Journée  Général
1777,Italie2015/20162Journée  Domicile
1778,Italie2015/20162Journée  Extérieur
